,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
1316,manish gupta,kay kay menon, arbaaz khan, vikram gokhale,"crime, drama, mystery",the stoneman murders,"kay kay menon arbaaz khan vikram gokhalemanish guptacrime, drama, mystery"
1317,rakeysh omprakash mehra,abhishek bachchan, sonam kapoor, amitabh bachchan,"romance, drama",delhi-6,"abhishek bachchan sonam kapoor amitabh bachchanrakeysh omprakash mehraromance, drama"
1318,ajay chandock,arshad warsi, aashish chaudhary, aarti chhabria,romance,kisse pyaar karoon,arshad warsi aashish chaudhary aarti chhabriaajay chandockromance
1319,vikram k. kumar,r. madhavan, neetu chandra, saranya,horror,13b,r. madhavan neetu chandra saranyavikram k. kumarhorror
1320,umesh shukla,kunal khemu, paresh rawal, soha ali khan,comedy,dhoondte reh jaaoge,kunal khemu paresh rawal soha ali khanumesh shuklacomedy
1321,manish gupta,sushmita sen, randeep hooda, naomi campbell,drama,karma aur holi,sushmita sen randeep hooda naomi campbellmanish guptadrama
1322,puneet sira,fardeen khan, kunal khemu, dia mirza,action comedy,jai veeru,fardeen khan kunal khemu dia mirzapuneet siraaction comedy
1323,sooni taraporevala,boman irani, john abraham, kurush deboo,comedy,little zizou,boman irani john abraham kurush deboosooni taraporevalacomedy
1324,anurag kashyap,kay kay menon, deepak dobriyal, piyush mishra,drama,gulaal,kay kay menon deepak dobriyal piyush mishraanurag kashyapdrama
1325,robby grewal,aftab shivdasani, aamna sharif, linda arsenio,romantic comedy,aloo chaat,aftab shivdasani aamna sharif linda arseniorobby grewalromantic comedy
1326,raja menon,naseeruddin shah, tannishtha chatterjee, vijay raaz,drama,barah aana,naseeruddin shah tannishtha chatterjee vijay raazraja menondrama
1327,nandita das,deepti naval, naseeruddin shah, paresh rawal,political,firaaq,deepti naval naseeruddin shah paresh rawalnandita daspolitical
1328,hemant prabhu,abhijeet sawant, sanjay narvekar, mukesh tiwari,comedy,lottery,abhijeet sawant sanjay narvekar mukesh tiwarihemant prabhucomedy
1329,parvati balagopalan,daman baggan, anuj chaudhary, ketki dave,romantic comedy,straight,daman baggan anuj chaudhary ketki daveparvati balagopalanromantic comedy
1330,jehangir surti,neil mukesh, bipasha basu, rahul dev,"action, thriller",aa dekhen zara,"neil mukesh bipasha basu rahul devjehangir surtiaction, thriller"
1331,sangeeth sivan,bobby deol, shriya saran, nana patekar,action thriller,ek: the power of one,bobby deol shriya saran nana patekarsangeeth sivanaction thriller
1332,sohail khan,salman khan, asin, ajay devgan,action dance,money,salman khan asin ajay devgansohail khanaction dance
1333,nagesh kukunoor,akshay kumar, ayesha takia, rushad rana,thriller,8 x 10 tasveer,akshay kumar ayesha takia rushad rananagesh kukunoorthriller
1334,tarique,arshad warsi, anita hassanandani, rajpal yadav,comedy,ek se bure do,arshad warsi anita hassanandani rajpal yadavtariquecomedy
1335,v krishna kumar,ajay jadeja, mahie gill, satish shah,drama,pal pal dil ke ssaat,ajay jadeja mahie gill satish shahv krishna kumardrama
1336,gurbir grewal,ashutosh rana, sakshi tanwar, harsh chhaya,drama,coffee house,ashutosh rana sakshi tanwar harsh chhayagurbir grewaldrama
1337,ravi k. patwa,vikram kumar, monalisa, sudesh berry,historical drama,royal utsav[2],vikram kumar monalisa sudesh berryravi k. patwahistorical drama
1338,arbaaz khan,salman khan, asin, sudesh lehri,romantic drama,kismatt: this is our journey[3],salman khan asin sudesh lehriarbaaz khanromantic drama
1339,anjan dutt,victor banerjee, atul kulkarni, roopa ganguly,drama,chowrasta crossroads of love[4],victor banerjee atul kulkarni roopa gangulyanjan duttdrama
1340,prakash saini,sarvar ahuja, saadhika randhawa, hina tasleem,comedy,meri padosan[5],sarvar ahuja saadhika randhawa hina tasleemprakash sainicomedy
1341,piyush jha,parzan dastur, ayesha kapur, rahul singh,social,sikandar,parzan dastur ayesha kapur rahul singhpiyush jhasocial
1342,raj and d.k.,kunal khemu, boman irani, soha ali khan,crime comedy,99,kunal khemu boman irani soha ali khanraj and d.k.crime comedy
1343,amy thanawala,tara sharma, dharmendra gohil, rinku patel,drama,"suno na, ek nanhi awaaz[6]",tara sharma dharmendra gohil rinku patelamy thanawaladrama
1344,romilla mukherjee,ava mukherjee,zain khan, shweta gulati,drama,detective naani,ava mukherjeezain khan shweta gulatiromilla mukherjeedrama
1345,ravi pun,prakash sagar, rishabh, tina rana,drama,yeh pal ho na ho kal[7],prakash sagar rishabh tina ranaravi pundrama
1346,lawrence d'souza,saif ali khan, pooja bhatt, atul agnihotri,"comedy, romance",sanam teri kasam,"saif ali khan pooja bhatt atul agnihotrilawrence d'souzacomedy, romance"
1347,ajay chandhok,sohail khan, amrita arora, yash tonk,action,team - the force[8],sohail khan amrita arora yash tonkajay chandhokaction
1348,vivek sharma,jackky bhagnani, vaishali desai, rishi kapoor,"romance, drama, social, comedy",kal kissne dekha,"jackky bhagnani vaishali desai rishi kapoorvivek sharmaromance, drama, social, comedy"
1349,girish girija joshi,mithun chakraborty, mahesh manjrekar, sachin khedekar,children's,zor lagaa ke...haiya!,mithun chakraborty mahesh manjrekar sachin khedekargirish girija joshichildren's
1350,aarif sheikh,ajay chaudhary, gayatri patel, sugandha garg,romance,let's dance,ajay chaudhary gayatri patel sugandha gargaarif sheikhromance
1351,paritossh painter,shreyas talpade, sayali bhagat, javed jaffrey,comedy,paying guests,shreyas talpade sayali bhagat javed jaffreyparitossh paintercomedy
1352,kabir khan,john abraham, katrina kaif, samrat chakrabarti,"action thriller, romance",new york,"john abraham katrina kaif samrat chakrabartikabir khanaction thriller, romance"
1353,sabbir khan,akshay kumar, kareena kapoor, vindu dara singh,"action, comedy, romance",kambakkht ishq,"akshay kumar kareena kapoor vindu dara singhsabbir khanaction, comedy, romance"
1354,pankaj advani,kurush deboo, manoj pahwa, kay kay menon,dark comedy,sankat city,kurush deboo manoj pahwa kay kay menonpankaj advanidark comedy
1355,neeraj vora,akshaye khanna, arshad warsi, amrita rao,comedy,shortkut,akshaye khanna arshad warsi amrita raoneeraj voracomedy
1356,raksha mistry & hasnain s hyderabadwala,adhyayan suman, anjana sukhani, sumeet vyas,musical,jashnn,adhyayan suman anjana sukhani sumeet vyasraksha mistry & hasnain s hyderabadwalamusical
1357,soham shah,sanjay dutt, shruti haasan, imran khan,action thriller,luck,sanjay dutt shruti haasan imran khansoham shahaction thriller
1358,imtiaz ali,saif ali khan, deepika padukone, vir das,"romance, comedy, drama",love aaj kal,"saif ali khan deepika padukone vir dasimtiaz aliromance, comedy, drama"
1359,ram gopal varma,gautam rode, nitin kumar reddy, priyanka kothari,horror,agyaat,gautam rode nitin kumar reddy priyanka kothariram gopal varmahorror
1360,ujjwal singh,mithun chakraborty, rati agnihotri, shilpa shukla,social,chal chalein,mithun chakraborty rati agnihotri shilpa shuklaujjwal singhsocial
1361,satish kaushik,ruslaan mumtaz, sheena shahabadi, neena gupta,drama,teree sang,ruslaan mumtaz sheena shahabadi neena guptasatish kaushikdrama
1362,vishal bhardwaj,shahid kapoor, priyanka chopra, amole gupte,action,kaminey,shahid kapoor priyanka chopra amole guptevishal bhardwajaction
1363,rumi jaffrey,govinda, fardeen khan, tusshar kapoor,"comedy, romance",life partner,"govinda fardeen khan tusshar kapoorrumi jaffreycomedy, romance"
1364,k. murli manohar rao,suniel shetty, aftab shivdasani, aarti chabria,comedy,daddy cool,suniel shetty aftab shivdasani aarti chabriak. murli manohar raocomedy
1365,puneet sira,jackie shroff, sohail khan, arbaaz khan,social,kisaan,jackie shroff sohail khan arbaaz khanpuneet sirasocial
1366,srinivas bhashyam,randeep hooda, rituparna sengupta, divya dutta,comedy,love khichdi,randeep hooda rituparna sengupta divya duttasrinivas bhashyamcomedy
1367,shashanka ghosh,rajendra prasad, sandhya mridul, ashwin mushran,comedy,quick gun murugun,rajendra prasad sandhya mridul ashwin mushranshashanka ghoshcomedy
1368,ramesh khatkar,prashant raj sachdev, ashmit patel, rannvijay singh,thriller,toss,prashant raj sachdev ashmit patel rannvijay singhramesh khatkarthriller
1369,n. chandra,anupam kher, perizaad zorabian, ashwin mushran,social,yeh mera india,anupam kher perizaad zorabian ashwin mushrann. chandrasocial
1370,indrajit nattoji,shreyas talpade, shiv panditt, mahi gill,comedy,aagey se right,shreyas talpade shiv panditt mahi gillindrajit nattojicomedy
1371,ranjit kapoor,rishi kapoor, priyanshu chatterjee, kulraj randhawa,comedy,chintu ji,rishi kapoor priyanshu chatterjee kulraj randhawaranjit kapoorcomedy
1372,deepak tijori,arjun rampal, sagarika ghatge, udita goswami,drama,fox,arjun rampal sagarika ghatge udita goswamideepak tijoridrama
1373,rupali guha,jiya sarang, pari sehgal, rakhi chadda,drama,aamras[9],jiya sarang pari sehgal rakhi chaddarupali guhadrama
1374,ashu trikha,soham deepak, mithun chakraborty, urvashi sharma,action,baabarr,soham deepak mithun chakraborty urvashi sharmaashu trikhaaction
1375,pradeep guha,mithun chakraborty, dimple kapadia, gulshan grover,drama,phir kabhi,mithun chakraborty dimple kapadia gulshan groverpradeep guhadrama
1376,samir karnik,bobby deol, kangana ranaut, mohnish bahl,romance,vaada raha,bobby deol kangana ranaut mohnish bahlsamir karnikromance
1377,anurag singh,rani mukherjee, shahid kapoor, anupam kher,"romantic comedy, sports",dil bole hadippa!,"rani mukherjee shahid kapoor anupam kheranurag singhromantic comedy, sports"
1378,prabhu deva,salman khan, ayesha takia, prakash raj,"action, romance",wanted,"salman khan ayesha takia prakash rajprabhu devaaction, romance"
1379,rajesh ganguly,rajat kapoor, shishir sharma, aham sharma,thriller,blue oranges[10],rajat kapoor shishir sharma aham sharmarajesh gangulythriller
1380,v. k. prakash,mithun chakraborty, dimple kapadia, rati agnihotri,romance,phir kabhi,mithun chakraborty dimple kapadia rati agnihotriv. k. prakashromance
1381,david dhawan,govinda, riteish deshmukh, lara dutta,"comedy, romance",do knot disturb,"govinda riteish deshmukh lara duttadavid dhawancomedy, romance"
1382,ayan mukerji,ranbir kapoor, konkona sen sharma, rahul khanna,romantic comedy,wake up sid,ranbir kapoor konkona sen sharma rahul khannaayan mukerjiromantic comedy
1383,suparn verma,dia mirza, fardeen khan, irrfan khan,action,acid factory,dia mirza fardeen khan irrfan khansuparn vermaaction
1384,rohit shetty,sanjay dutt, ajay devgn, fardeen khan,comedy,all the best: fun begins,sanjay dutt ajay devgn fardeen khanrohit shettycomedy
1385,anthony d'souza,akshay kumar, sanjay dutt, lara dutta,action,blue,akshay kumar sanjay dutt lara duttaanthony d'souzaaction
1386,prem soni,salman khan, kareena kapoor, sohail khan,"drama, romance",main aurr mrs khanna,"salman khan kareena kapoor sohail khanprem sonidrama, romance"
1387,kunal vijaykar,boman irani, cyrus broacha, mahesh manjrekar,comedy,fruit and nut,boman irani cyrus broacha mahesh manjrekarkunal vijaykarcomedy
1388,vipul shah,salman khan, ajay devgn, asin thottumkal,"musical, social, drama, romance",london dreams,"salman khan ajay devgn asin thottumkalvipul shahmusical, social, drama, romance"
1389,sujoy ghosh,amitabh bachchan, sanjay dutt, jacqueline fernandez,fantasy,aladin,amitabh bachchan sanjay dutt jacqueline fernandezsujoy ghoshfantasy
1390,rajkumar santoshi,ranbir kapoor, katrina kaif, salman khan,"comedy, romance",ajab prem ki ghazab kahani,"ranbir kapoor katrina kaif salman khanrajkumar santoshicomedy, romance"
1391,madhur bhandarkar,neil nitin mukesh, mugdha godse, manoj bajpayee,social,jail,neil nitin mukesh mugdha godse manoj bajpayeemadhur bhandarkarsocial
1392,kunal deshmukh,emraan hashmi, soha ali khan, sachin khedekar,romance,tum mile,emraan hashmi soha ali khan sachin khedekarkunal deshmukhromance
1393,glenn baretto,aftab shivdasani, aamna shariff, shah rukh khan,fantasy,aao wish karein,aftab shivdasani aamna shariff shah rukh khanglenn barettofantasy
1394,rensil d'silva,saif ali khan, kareena kapoor, rupinder nagra,"thriller, romance",kurbaan,"saif ali khan kareena kapoor rupinder nagrarensil d'silvathriller, romance"
1395,shankar mondal,hitesh agrawal, mansi dovhal, sudesh berry,"comedy, thriller, social",shaabash! you can do it,"hitesh agrawal mansi dovhal sudesh berryshankar mondalcomedy, thriller, social"
1396,devang dholkia,jimmy sheirgill, kim sharma, hrishita bhatt,action,marega salaa,jimmy sheirgill kim sharma hrishita bhattdevang dholkiaaction
1397,priyadarshan,akshay kumar, manoj joshi, katrina kaif,comedy,de dana dan,akshay kumar manoj joshi katrina kaifpriyadarshancomedy
1398,ishaan trivedi,himesh reshammiya, shenaz treasurywala, sonal sehgal,musical,radio,himesh reshammiya shenaz treasurywala sonal sehgalishaan trivedimusical
1399,r. balki,amitabh bachchan, abhishek bachchan, vidya balan,"drama, family",paa,"amitabh bachchan abhishek bachchan vidya balanr. balkidrama, family"
1400,shimit amin,ranbir kapoor, gauahar khan, shazahn padamsee,comedy,rocket singh: salesman of the year,ranbir kapoor gauahar khan shazahn padamseeshimit amincomedy
1401,saurabh shukla,rajat kapoor, vinay pathak, neha dhupia,drama,"raat gayi, baat gayi?",rajat kapoor vinay pathak neha dhupiasaurabh shukladrama
1402,rajkumar hirani,aamir khan, kareena kapoor, sharman joshi,comedy,3 idiots,aamir khan kareena kapoor sharman joshirajkumar hiranicomedy
1403,muddassar aziz,shah rukh khan, fardeen khan, sushmita sen,romantic comedy,dulha mil gaya,shah rukh khan fardeen khan sushmita senmuddassar azizromantic comedy
1404,jugal hansraj,priyanka chopra, uday chopra, anupam kher,romantic comedy,pyaar impossible!,priyanka chopra uday chopra anupam kherjugal hansrajromantic comedy
1405,ken ghosh,shahid kapoor, genelia d'souza, vikas bhalla,"romance, dance",chance pe dance,"shahid kapoor genelia d'souza vikas bhallaken ghoshromance, dance"
1406,anil sharma,salman khan, zarine khan, mithun chakraborty,epic film,veer,salman khan zarine khan mithun chakrabortyanil sharmaepic film
1407,abhishek chaubey,naseeruddin shah, vidya balan, rajesh sharma,"black comedy, romance",ishqiya,"naseeruddin shah vidya balan rajesh sharmaabhishek chaubeyblack comedy, romance"
1408,ram gopal varma,amitabh bachchan, sudeep, ritesh deshmukh,"drama, thriller",rann,"amitabh bachchan sudeep ritesh deshmukhram gopal varmadrama, thriller"
1409,amit rai,paresh rawal, om puri, javed sheikh,drama,road to sangam,paresh rawal om puri javed sheikhamit raidrama
1410,vishal bhandari,om puri, shreyas talpade, gulshan grover,drama,the hangman,om puri shreyas talpade gulshan grovervishal bhandaridrama
1411,chandan arora,siddharth narayan, aditya pancholi, ankur vikal,action,striker,siddharth narayan aditya pancholi ankur vikalchandan aroraaction
1412,manjeet mann,gurdas maan, juhi chawla, divya dutta,drama,sukhmani: hope for life,gurdas maan juhi chawla divya duttamanjeet manndrama
1413,karan johar,shah rukh khan, kajol, vinay pathak,"thriller, adventure, drama, romance, comedy",my name is khan,"shah rukh khan kajol vinay pathakkaran joharthriller, adventure, drama, romance, comedy"
1414,deepak bandhu,anant jog, sumona chakravarti, pradeep kharab,action,aakhari decision,anant jog sumona chakravarti pradeep kharabdeepak bandhuaction
1415,sangeeth sivan,shreyas talpade, sadha, sneha ullal,horror,click,shreyas talpade sadha sneha ullalsangeeth sivanhorror
1416,kedarh shinde,tabu, sharman joshi, vatsal sheth,romantic comedy,toh baat pakki!,tabu sharman joshi vatsal shethkedarh shinderomantic comedy
1417,vijay lalwani,farhan akhtar, deepika padukone, vivan bhatena,thriller,karthik calling karthik,farhan akhtar deepika padukone vivan bhatenavijay lalwanithriller
1418,leena yadav,amitabh bachchan, ben kingsley, r. madhavan,"drama, thriller",teen patti,"amitabh bachchan ben kingsley r. madhavanleena yadavdrama, thriller"
1419,ashwni dhir,ajay devgn, konkona sen sharma, paresh rawal,comedy,atithi tum kab jaoge?,ajay devgn konkona sen sharma paresh rawalashwni dhircomedy
1420,raja unnithan,mrunmayee lagoo, milind gunaji, neena gupta,drama,hello zindagi,mrunmayee lagoo milind gunaji neena guptaraja unnithandrama
1421,dev benegal,abhay deol, satish kaushik, tannishtha chatterjee,drama,"road, movie",abhay deol satish kaushik tannishtha chatterjeedev benegaldrama
1422,rajesh ranshinge,udita goswami, shaad randhawa, nishigandha wad,thriller,rokkk,udita goswami shaad randhawa nishigandha wadrajesh ranshingethriller
1423,irfan kamal,ranvir shorey, alok nath, raghuveer yadav,drama,thanks maa,ranvir shorey alok nath raghuveer yadavirfan kamaldrama
1424,akash pandey,rajesh khanna, nausheen ali sardar, sonika gill,romantic comedy,do dilon ke khel mein,rajesh khanna nausheen ali sardar sonika gillakash pandeyromantic comedy
1425,shawn arranha,purab kohli, arjan bajwa, mrinalini sharma,thriller,hide & seek,purab kohli arjan bajwa mrinalini sharmashawn arranhathriller
1426,rahul aggarwal,rahul aggarwal, paresh rawal, narayani shastri,comedy,na ghar ke na ghaat ke,rahul aggarwal paresh rawal narayani shastrirahul aggarwalcomedy
1427,neeraj pathak,sunny deol, irrfan khan, isha koppikar,action,right yaaa wrong,sunny deol irrfan khan isha koppikarneeraj pathakaction
